,Agency Name,Employee Last Name,Employee First Name,Participant Last Name,Participant First Name,Participant Timezone,Scheduled Visit Start,Scheduled Visit End,Actual Visit Start,Actual Visit End,Notes,Status ,SVS,SVE,DayOftheWeek,WeekOfyear,Day,Month,Year,hourDigit,SchedMin,AcctMIn,StartDif,EndDif,HoursDif,Untis,Difference,Code,Timelaps,Split,split_csum,Count,Grouping,MaxSVS,MinSVS,StartDate,EndDate
232,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-25 17:00:00,2022-03-25 21:00:00,2022-03-25 16:52:20,2022-03-25 21:00:47,,Complete Real Time,2022-03-25 17:00:00,2022-03-25 21:00:00,4,12,25,3,2022,17,240.0,248.45,-7.666666666666667,0.7833333333333333,0.14083333333333314,16.0,8.449999999999989,17_John_Smith,1,0,2,1,3_12_2,25,21,3/21/2022,3/25/2022
238,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-28 17:00:00,2022-03-28 21:00:00,2022-03-28 17:00:00,2022-03-28 21:00:00,,Completed Manually,2022-03-28 17:00:00,2022-03-28 21:00:00,0,13,28,3,2022,17,240.0,240.0,0.0,0.0,0.0,16.0,0.0,17_John_Smith,3,1,2,1,3_13_2,31,28,3/28/2022,3/31/2022
240,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-29 17:00:00,2022-03-29 21:00:00,2022-03-29 16:51:04,2022-03-29 21:00:32,,Complete Real Time,2022-03-29 17:00:00,2022-03-29 21:00:00,1,13,29,3,2022,17,240.0,249.46666666666667,-8.933333333333334,0.5333333333333333,0.15777777777777782,16.0,9.466666666666669,17_John_Smith,1,0,2,1,3_13_2,31,28,3/28/2022,3/31/2022
242,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-30 17:00:00,2022-03-30 21:00:00,2022-03-30 17:00:00,2022-03-30 21:00:00,,Completed Manually,2022-03-30 17:00:00,2022-03-30 21:00:00,2,13,30,3,2022,17,240.0,240.0,0.0,0.0,0.0,16.0,0.0,17_John_Smith,1,0,2,1,3_13_2,31,28,3/28/2022,3/31/2022
244,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-03-31 17:00:00,2022-03-31 21:00:00,2022-03-31 17:05:16,2022-04-01 05:00:51,,Complete Real Time,2022-03-31 17:00:00,2022-03-31 21:00:00,3,13,31,3,2022,17,240.0,715.5833333333334,5.266666666666667,480.85,7.92638888888889,16.0,475.58333333333337,17_John_Smith,1,0,2,1,3_13_2,31,28,3/28/2022,3/31/2022
246,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-01 17:00:00,2022-04-01 21:00:00,2022-04-01 16:51:04,2022-04-02 08:00:46,,Complete Real Time,2022-04-01 17:00:00,2022-04-01 21:00:00,4,13,1,4,2022,17,240.0,909.7,-8.933333333333334,660.7666666666667,11.161666666666667,16.0,669.7,17_John_Smith,1,0,2,1,4_13_2,1,1,4/1/2022,4/1/2022
252,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-04 17:00:00,2022-04-04 21:00:00,2022-04-04 17:00:00,2022-04-04 21:00:00,,Completed Manually,2022-04-04 17:00:00,2022-04-04 21:00:00,0,14,4,4,2022,17,240.0,240.0,0.0,0.0,0.0,16.0,0.0,17_John_Smith,3,1,2,1,4_14_2,8,4,4/4/2022,4/8/2022
254,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-05 17:00:00,2022-04-05 21:00:00,2022-04-05 16:50:46,2022-04-06 05:01:06,,Complete Real Time,2022-04-05 17:00:00,2022-04-05 21:00:00,1,14,5,4,2022,17,240.0,730.3333333333334,-9.233333333333333,481.1,8.172222222222222,16.0,490.33333333333337,17_John_Smith,1,0,2,1,4_14_2,8,4,4/4/2022,4/8/2022
256,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-06 17:00:00,2022-04-06 21:00:00,2022-04-06 20:55:04,2022-04-07 05:34:31,,Complete Real Time,2022-04-06 17:00:00,2022-04-06 21:00:00,2,14,6,4,2022,17,240.0,519.45,235.06666666666666,514.5166666666667,4.657500000000001,16.0,279.45000000000005,17_John_Smith,1,0,2,1,4_14_2,8,4,4/4/2022,4/8/2022
258,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-07 17:00:00,2022-04-07 21:00:00,2022-04-07 16:51:21,2022-04-07 21:00:28,,Complete Real Time,2022-04-07 17:00:00,2022-04-07 21:00:00,3,14,7,4,2022,17,240.0,249.11666666666667,-8.65,0.4666666666666667,0.15194444444444458,16.0,9.116666666666674,17_John_Smith,1,0,2,1,4_14_2,8,4,4/4/2022,4/8/2022
260,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-08 17:00:00,2022-04-08 21:00:00,2022-04-08 16:51:02,2022-04-09 16:51:02,,Complete Real Time,2022-04-08 17:00:00,2022-04-08 21:00:00,4,14,8,4,2022,17,240.0,1440.0,-8.966666666666667,1191.0333333333333,20.0,16.0,1200.0,17_John_Smith,1,0,2,1,4_14_2,8,4,4/4/2022,4/8/2022
266,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-11 17:00:00,2022-04-11 21:00:00,2022-04-11 16:51:18,2022-04-12 05:00:27,,Complete Real Time,2022-04-11 17:00:00,2022-04-11 21:00:00,0,15,11,4,2022,17,240.0,729.15,-8.7,480.45,8.1525,16.0,489.15,17_John_Smith,3,1,2,1,4_15_2,15,11,4/11/2022,4/15/2022
268,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-12 17:00:00,2022-04-12 21:00:00,2022-04-12 16:50:26,2022-04-13 05:00:44,,Complete Real Time,2022-04-12 17:00:00,2022-04-12 21:00:00,1,15,12,4,2022,17,240.0,730.3,-9.566666666666666,480.73333333333335,8.171666666666665,16.0,490.29999999999995,17_John_Smith,1,0,2,1,4_15_2,15,11,4/11/2022,4/15/2022
270,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-13 17:00:00,2022-04-13 21:00:00,2022-04-13 16:50:49,2022-04-14 05:00:51,,Complete Real Time,2022-04-13 17:00:00,2022-04-13 21:00:00,2,15,13,4,2022,17,240.0,730.0333333333333,-9.183333333333334,480.85,8.167222222222222,16.0,490.0333333333333,17_John_Smith,1,0,2,1,4_15_2,15,11,4/11/2022,4/15/2022
272,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-14 17:00:00,2022-04-14 21:00:00,2022-04-14 16:51:20,2022-04-14 21:00:25,,Complete Real Time,2022-04-14 17:00:00,2022-04-14 21:00:00,3,15,14,4,2022,17,240.0,249.08333333333334,-8.666666666666666,0.4166666666666667,0.15138888888888904,16.0,9.083333333333343,17_John_Smith,1,0,2,1,4_15_2,15,11,4/11/2022,4/15/2022
274,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-15 17:00:00,2022-04-15 21:00:00,2022-04-15 16:53:22,2022-04-16 08:00:36,,Complete Real Time,2022-04-15 17:00:00,2022-04-15 21:00:00,4,15,15,4,2022,17,240.0,907.2333333333333,-6.633333333333334,660.6,11.120555555555557,16.0,667.2333333333333,17_John_Smith,1,0,2,1,4_15_2,15,11,4/11/2022,4/15/2022
280,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-18 17:00:00,2022-04-18 21:00:00,2022-04-18 16:51:51,2022-04-19 04:51:16,,Complete Real Time,2022-04-18 17:00:00,2022-04-18 21:00:00,0,16,18,4,2022,17,240.0,719.4166666666666,-8.15,471.26666666666665,7.990277777777777,16.0,479.41666666666663,17_John_Smith,3,1,2,1,4_16_2,22,18,4/18/2022,4/22/2022
282,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-19 17:00:00,2022-04-19 21:00:00,2022-04-19 16:51:02,2022-04-20 05:01:06,,Complete Real Time,2022-04-19 17:00:00,2022-04-19 21:00:00,1,16,19,4,2022,17,240.0,730.0666666666667,-8.966666666666667,481.1,8.16777777777778,16.0,490.0666666666667,17_John_Smith,1,0,2,1,4_16_2,22,18,4/18/2022,4/22/2022
284,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-20 17:00:00,2022-04-20 21:00:00,2022-04-20 16:59:38,2022-04-20 21:00:31,,Complete Real Time,2022-04-20 17:00:00,2022-04-20 21:00:00,2,16,20,4,2022,17,240.0,240.88333333333333,-0.36666666666666664,0.5166666666666667,0.014722222222222097,16.0,0.8833333333333258,17_John_Smith,1,0,2,1,4_16_2,22,18,4/18/2022,4/22/2022
286,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-21 17:00:00,2022-04-21 21:00:00,2022-04-21 16:51:06,2022-04-22 05:00:09,,Complete Real Time,2022-04-21 17:00:00,2022-04-21 21:00:00,3,16,21,4,2022,17,240.0,729.05,-8.9,480.15,8.150833333333333,16.0,489.04999999999995,17_John_Smith,1,0,2,1,4_16_2,22,18,4/18/2022,4/22/2022
288,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-22 17:00:00,2022-04-22 21:00:00,2022-04-22 17:00:00,2022-04-22 21:00:00,,Completed Manually,2022-04-22 17:00:00,2022-04-22 21:00:00,4,16,22,4,2022,17,240.0,240.0,0.0,0.0,0.0,16.0,0.0,17_John_Smith,1,0,2,1,4_16_2,22,18,4/18/2022,4/22/2022
294,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-25 17:00:00,2022-04-25 21:00:00,2022-04-25 16:51:14,2022-04-25 21:34:13,,Complete Real Time,2022-04-25 17:00:00,2022-04-25 21:00:00,0,17,25,4,2022,17,240.0,282.98333333333335,-8.766666666666667,34.21666666666667,0.7163888888888892,16.0,42.98333333333335,17_John_Smith,3,1,2,1,4_17_2,29,25,4/25/2022,4/29/2022
296,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-26 17:00:00,2022-04-26 21:00:00,2022-04-26 16:26:41,2022-04-27 05:01:07,,Complete Real Time,2022-04-26 17:00:00,2022-04-26 21:00:00,1,17,26,4,2022,17,240.0,754.4333333333333,-33.31666666666667,481.1166666666667,8.573888888888888,16.0,514.4333333333333,17_John_Smith,1,0,2,1,4_17_2,29,25,4/25/2022,4/29/2022
298,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-27 17:00:00,2022-04-27 21:00:00,2022-04-27 17:00:00,2022-04-27 21:00:00,,Completed Manually,2022-04-27 17:00:00,2022-04-27 21:00:00,2,17,27,4,2022,17,240.0,240.0,0.0,0.0,0.0,16.0,0.0,17_John_Smith,1,0,2,1,4_17_2,29,25,4/25/2022,4/29/2022
300,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-28 17:00:00,2022-04-28 21:00:00,2022-04-28 16:50:50,2022-04-28 21:00:33,,Complete Real Time,2022-04-28 17:00:00,2022-04-28 21:00:00,3,17,28,4,2022,17,240.0,249.71666666666667,-9.166666666666666,0.55,0.16194444444444447,16.0,9.716666666666669,17_John_Smith,1,0,2,1,4_17_2,29,25,4/25/2022,4/29/2022
302,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-04-29 17:00:00,2022-04-29 21:00:00,2022-04-29 16:51:51,2022-04-29 23:31:40,,Complete Real Time,2022-04-29 17:00:00,2022-04-29 21:00:00,4,17,29,4,2022,17,240.0,399.81666666666666,-8.15,151.66666666666666,2.663611111111111,16.0,159.81666666666666,17_John_Smith,1,0,2,1,4_17_2,29,25,4/25/2022,4/29/2022
0,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-01 05:00:00,2021-11-01 09:30:00,2021-11-01 04:45:43,2021-11-01 09:30:52,,Complete Real Time,2021-11-01 05:00:00,2021-11-01 09:30:00,0,44,1,11,2021,5,270.0,285.15,-14.283333333333333,0.8666666666666667,0.2524999999999996,18.0,15.149999999999977,5_John_Smith,-179,0,1,1,11_44_1,5,1,11/1/2021,11/5/2021
2,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-02 05:00:00,2021-11-02 09:30:00,2021-11-02 05:00:29,2021-11-02 09:32:32,,Complete Real Time,2021-11-02 05:00:00,2021-11-02 09:30:00,1,44,2,11,2021,5,270.0,272.05,0.48333333333333334,2.533333333333333,0.03416666666666686,18.0,2.0500000000000114,5_John_Smith,1,0,1,1,11_44_1,5,1,11/1/2021,11/5/2021
4,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-03 05:00:00,2021-11-03 09:30:00,2021-11-03 05:01:11,2021-11-03 09:30:14,,Complete Real Time,2021-11-03 05:00:00,2021-11-03 09:30:00,2,44,3,11,2021,5,270.0,269.05,1.1833333333333333,0.23333333333333334,-0.015833333333333144,18.0,-0.9499999999999886,5_John_Smith,1,0,1,1,11_44_1,5,1,11/1/2021,11/5/2021
6,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-05 05:00:00,2021-11-05 10:00:00,2021-11-05 05:01:11,2021-11-05 10:01:14,,Complete Real Time,2021-11-05 05:00:00,2021-11-05 10:00:00,4,44,5,11,2021,5,300.0,300.05,1.1833333333333333,1.2333333333333334,0.0008333333333335228,20.0,0.05000000000001137,5_John_Smith,2,1,2,1,11_44_2,6,5,11/5/2021,11/6/2021
9,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-12 05:00:00,2021-11-12 10:00:00,2021-11-12 05:01:31,2021-11-13 05:01:31,,Complete Real Time,2021-11-12 05:00:00,2021-11-12 10:00:00,4,45,12,11,2021,5,300.0,1440.0,1.5166666666666666,1141.5166666666667,19.0,20.0,1140.0,5_John_Smith,7,1,2,1,11_45_2,12,12,11/12/2021,11/12/2021
15,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-15 05:00:00,2021-11-15 09:30:00,2021-11-15 04:59:27,2021-11-15 09:33:43,,Complete Real Time,2021-11-15 05:00:00,2021-11-15 09:30:00,0,46,15,11,2021,5,270.0,274.26666666666665,-0.55,3.716666666666667,0.07111111111111086,18.0,4.2666666666666515,5_John_Smith,3,1,2,1,11_46_2,15,15,11/15/2021,11/15/2021
16,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-18 05:00:00,2021-11-18 09:30:00,2021-11-18 05:01:24,2021-11-18 09:33:24,,Complete Real Time,2021-11-18 05:00:00,2021-11-18 09:30:00,3,46,18,11,2021,5,270.0,272.0,1.4,3.4,0.03333333333333333,18.0,2.0,5_John_Smith,3,1,3,1,11_46_3,18,18,11/18/2021,11/18/2021
18,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-22 05:00:00,2021-11-22 09:30:00,2021-11-22 04:53:56,2021-11-22 09:30:37,,Complete Real Time,2021-11-22 05:00:00,2021-11-22 09:30:00,0,47,22,11,2021,5,270.0,276.68333333333334,-6.066666666666666,0.6166666666666667,0.11138888888888895,18.0,6.683333333333337,5_John_Smith,4,1,2,1,11_47_2,25,22,11/22/2021,11/25/2021
20,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-23 05:00:00,2021-11-23 09:30:00,2021-11-23 05:00:56,2021-11-23 09:39:46,,Complete Real Time,2021-11-23 05:00:00,2021-11-23 09:30:00,1,47,23,11,2021,5,270.0,278.8333333333333,0.9333333333333333,9.766666666666667,0.1472222222222219,18.0,8.833333333333314,5_John_Smith,1,0,2,1,11_47_2,25,22,11/22/2021,11/25/2021
22,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-24 05:00:00,2021-11-24 09:30:00,2021-11-24 05:01:06,2021-11-24 09:39:58,,Complete Real Time,2021-11-24 05:00:00,2021-11-24 09:30:00,2,47,24,11,2021,5,270.0,278.8666666666667,1.1,9.966666666666667,0.1477777777777779,18.0,8.866666666666674,5_John_Smith,1,0,2,1,11_47_2,25,22,11/22/2021,11/25/2021
24,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-11-25 05:00:00,2021-11-25 09:30:00,2021-11-25 04:48:46,2021-11-25 09:30:46,,Complete Real Time,2021-11-25 05:00:00,2021-11-25 09:30:00,3,47,25,11,2021,5,270.0,282.0,-11.233333333333333,0.7666666666666667,0.2,18.0,12.0,5_John_Smith,1,0,2,1,11_47_2,25,22,11/22/2021,11/25/2021
27,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-01 05:00:00,2021-12-01 09:30:00,2021-12-01 05:00:33,2021-12-01 10:55:10,,Complete Real Time,2021-12-01 05:00:00,2021-12-01 09:30:00,2,48,1,12,2021,5,270.0,354.6166666666667,0.55,85.16666666666667,1.410277777777778,18.0,84.61666666666667,5_John_Smith,6,1,3,1,12_48_3,3,1,12/1/2021,12/3/2021
29,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-02 05:00:00,2021-12-02 09:30:00,2021-12-02 04:56:32,2021-12-02 10:07:44,,Complete Real Time,2021-12-02 05:00:00,2021-12-02 09:30:00,3,48,2,12,2021,5,270.0,311.2,-3.466666666666667,37.733333333333334,0.6866666666666664,18.0,41.19999999999999,5_John_Smith,1,0,3,1,12_48_3,3,1,12/1/2021,12/3/2021
31,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-03 05:00:00,2021-12-03 10:00:00,2021-12-03 05:23:36,2021-12-03 14:25:33,,Complete Real Time,2021-12-03 05:00:00,2021-12-03 10:00:00,4,48,3,12,2021,5,300.0,541.95,23.6,265.55,4.032500000000001,20.0,241.95000000000005,5_John_Smith,1,0,3,1,12_48_3,3,1,12/1/2021,12/3/2021
36,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-06 05:00:00,2021-12-06 09:30:00,2021-12-06 05:10:52,2021-12-06 10:05:04,,Complete Real Time,2021-12-06 05:00:00,2021-12-06 09:30:00,0,49,6,12,2021,5,270.0,294.2,10.866666666666667,35.06666666666667,0.40333333333333315,18.0,24.19999999999999,5_John_Smith,3,1,3,1,12_49_3,6,6,12/6/2021,12/6/2021
43,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-14 05:00:00,2021-12-14 09:30:00,2021-12-14 04:50:38,2021-12-14 16:51:47,,Complete Real Time,2021-12-14 05:00:00,2021-12-14 09:30:00,1,50,14,12,2021,5,270.0,721.15,-9.366666666666667,441.78333333333336,7.519166666666666,18.0,451.15,5_John_Smith,8,1,3,1,12_50_3,17,14,12/14/2021,12/17/2021
45,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-15 05:00:00,2021-12-15 09:30:00,2021-12-15 05:00:27,2021-12-15 09:39:32,,Complete Real Time,2021-12-15 05:00:00,2021-12-15 09:30:00,2,50,15,12,2021,5,270.0,279.0833333333333,0.45,9.533333333333333,0.15138888888888857,18.0,9.083333333333314,5_John_Smith,1,0,3,1,12_50_3,17,14,12/14/2021,12/17/2021
47,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-16 05:00:00,2021-12-16 09:30:00,2021-12-16 05:00:00,2021-12-16 09:30:00,,Completed Manually,2021-12-16 05:00:00,2021-12-16 09:30:00,3,50,16,12,2021,5,270.0,270.0,0.0,0.0,0.0,18.0,0.0,5_John_Smith,1,0,3,1,12_50_3,17,14,12/14/2021,12/17/2021
49,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-17 05:00:00,2021-12-17 10:00:00,2021-12-17 04:51:49,2021-12-17 11:52:10,,Complete Real Time,2021-12-17 05:00:00,2021-12-17 10:00:00,4,50,17,12,2021,5,300.0,420.35,-8.183333333333334,112.16666666666667,2.005833333333334,20.0,120.35000000000002,5_John_Smith,1,0,3,1,12_50_3,17,14,12/14/2021,12/17/2021
55,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-20 05:00:00,2021-12-20 09:30:00,2021-12-20 05:00:11,2021-12-20 10:27:20,,Complete Real Time,2021-12-20 05:00:00,2021-12-20 09:30:00,0,51,20,12,2021,5,270.0,327.15,0.18333333333333332,57.333333333333336,0.9524999999999996,18.0,57.14999999999998,5_John_Smith,3,1,3,1,12_51_3,20,20,12/20/2021,12/20/2021
58,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-22 05:00:00,2021-12-22 09:30:00,2021-12-22 04:59:51,2021-12-22 09:30:15,,Complete Real Time,2021-12-22 05:00:00,2021-12-22 09:30:00,2,51,22,12,2021,5,270.0,270.4,-0.15,0.25,0.006666666666666288,18.0,0.39999999999997726,5_John_Smith,2,1,4,1,12_51_4,24,22,12/22/2021,12/24/2021
60,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-23 05:00:00,2021-12-23 09:30:00,2021-12-23 05:01:37,2021-12-23 09:30:53,,Complete Real Time,2021-12-23 05:00:00,2021-12-23 09:30:00,3,51,23,12,2021,5,270.0,269.26666666666665,1.6166666666666667,0.8833333333333333,-0.012222222222222474,18.0,-0.7333333333333485,5_John_Smith,1,0,4,1,12_51_4,24,22,12/22/2021,12/24/2021
62,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-24 05:00:00,2021-12-24 10:00:00,2021-12-24 05:00:38,2021-12-24 10:00:41,,Complete Real Time,2021-12-24 05:00:00,2021-12-24 10:00:00,4,51,24,12,2021,5,300.0,300.05,0.6333333333333333,0.6833333333333333,0.0008333333333335228,20.0,0.05000000000001137,5_John_Smith,1,0,4,1,12_51_4,24,22,12/22/2021,12/24/2021
68,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-29 05:00:00,2021-12-29 09:30:00,2021-12-29 04:46:31,2021-12-29 16:50:24,,Complete Real Time,2021-12-29 05:00:00,2021-12-29 09:30:00,2,52,29,12,2021,5,270.0,723.8833333333333,-13.483333333333333,440.4,7.564722222222222,18.0,453.8833333333333,5_John_Smith,5,1,3,1,12_52_3,31,29,12/29/2021,12/31/2021
70,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-30 05:00:00,2021-12-30 09:30:00,2021-12-30 05:00:31,2021-12-30 16:50:14,,Complete Real Time,2021-12-30 05:00:00,2021-12-30 09:30:00,3,52,30,12,2021,5,270.0,709.7166666666667,0.5166666666666667,440.23333333333335,7.328611111111112,18.0,439.7166666666667,5_John_Smith,1,0,3,1,12_52_3,31,29,12/29/2021,12/31/2021
72,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2021-12-31 05:00:00,2021-12-31 10:00:00,2021-12-31 05:00:27,2021-12-31 10:00:38,,Complete Real Time,2021-12-31 05:00:00,2021-12-31 10:00:00,4,52,31,12,2021,5,300.0,300.18333333333334,0.45,0.6333333333333333,0.0030555555555556186,20.0,0.18333333333333712,5_John_Smith,1,0,3,1,12_52_3,31,29,12/29/2021,12/31/2021
77,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-03 05:00:00,2022-01-03 09:30:00,2022-01-03 05:01:51,2022-01-03 16:50:12,,Complete Real Time,2022-01-03 05:00:00,2022-01-03 09:30:00,0,1,3,1,2022,5,270.0,708.35,1.85,440.2,7.305833333333334,18.0,438.35,5_John_Smith,3,1,3,1,1_1_3,7,3,1/3/2022,1/7/2022
79,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-04 05:00:00,2022-01-04 09:30:00,2022-01-04 05:00:28,2022-01-04 09:31:38,,Complete Real Time,2022-01-04 05:00:00,2022-01-04 09:30:00,1,1,4,1,2022,5,270.0,271.1666666666667,0.4666666666666667,1.6333333333333333,0.01944444444444476,18.0,1.1666666666666856,5_John_Smith,1,0,3,1,1_1_3,7,3,1/3/2022,1/7/2022
81,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-05 05:00:00,2022-01-05 09:30:00,2022-01-05 05:01:33,2022-01-05 09:30:45,,Complete Real Time,2022-01-05 05:00:00,2022-01-05 09:30:00,2,1,5,1,2022,5,270.0,269.2,1.55,0.75,-0.013333333333333523,18.0,-0.8000000000000114,5_John_Smith,1,0,3,1,1_1_3,7,3,1/3/2022,1/7/2022
83,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-06 05:00:00,2022-01-06 09:30:00,2022-01-06 04:58:26,2022-01-06 09:30:42,,Complete Real Time,2022-01-06 05:00:00,2022-01-06 09:30:00,3,1,6,1,2022,5,270.0,272.26666666666665,-1.5666666666666667,0.7,0.03777777777777753,18.0,2.2666666666666515,5_John_Smith,1,0,3,1,1_1_3,7,3,1/3/2022,1/7/2022
85,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-07 05:00:00,2022-01-07 10:00:00,2022-01-07 05:00:36,2022-01-07 10:00:16,,Complete Real Time,2022-01-07 05:00:00,2022-01-07 10:00:00,4,1,7,1,2022,5,300.0,299.6666666666667,0.6,0.26666666666666666,-0.00555555555555524,20.0,-0.3333333333333144,5_John_Smith,1,0,3,1,1_1_3,7,3,1/3/2022,1/7/2022
90,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-10 05:00:00,2022-01-10 09:30:00,2022-01-10 05:00:48,2022-01-10 09:30:09,,Complete Real Time,2022-01-10 05:00:00,2022-01-10 09:30:00,0,2,10,1,2022,5,270.0,269.35,0.8,0.15,-0.010833333333332954,18.0,-0.6499999999999773,5_John_Smith,3,1,2,1,1_2_2,14,10,1/10/2022,1/14/2022
92,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-11 05:00:00,2022-01-11 09:30:00,2022-01-11 05:00:00,2022-01-11 09:30:00,,Completed Manually,2022-01-11 05:00:00,2022-01-11 09:30:00,1,2,11,1,2022,5,270.0,270.0,0.0,0.0,0.0,18.0,0.0,5_John_Smith,1,0,2,1,1_2_2,14,10,1/10/2022,1/14/2022
94,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-12 05:00:00,2022-01-12 09:30:00,2022-01-12 04:49:53,2022-01-12 16:50:53,,Complete Real Time,2022-01-12 05:00:00,2022-01-12 09:30:00,2,2,12,1,2022,5,270.0,721.0,-10.116666666666667,440.8833333333333,7.516666666666667,18.0,451.0,5_John_Smith,1,0,2,1,1_2_2,14,10,1/10/2022,1/14/2022
96,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-13 05:00:00,2022-01-13 09:30:00,2022-01-13 05:00:38,2022-01-13 09:30:55,,Complete Real Time,2022-01-13 05:00:00,2022-01-13 09:30:00,3,2,13,1,2022,5,270.0,270.28333333333336,0.6333333333333333,0.9166666666666666,0.004722222222222665,18.0,0.28333333333335986,5_John_Smith,1,0,2,1,1_2_2,14,10,1/10/2022,1/14/2022
98,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-14 05:00:00,2022-01-14 10:00:00,2022-01-14 05:00:37,2022-01-14 10:00:27,,Complete Real Time,2022-01-14 05:00:00,2022-01-14 10:00:00,4,2,14,1,2022,5,300.0,299.8333333333333,0.6166666666666667,0.45,-0.0027777777777780936,20.0,-0.16666666666668561,5_John_Smith,1,0,2,1,1_2_2,14,10,1/10/2022,1/14/2022
101,"Sample,Inc",Joe,John,Lisa,Smith,Mountain Time,2022-01-18 05:00:00,2022-01-18 09:30:00,2022-01-18 05:00:59,2022-01-18 09:30:44,,Complete Real Time,2022-01-18 05:00:00,2022-01-18 09:30:00,1,3,18,1,2022,5,270.0,269.75,0.9833333333333333,0.7333333333333333,-0.004166666666666667,18.0,-0.25,5_John_Smith,4,1,3,1,1_3_3,21,18,1/18/2022,1/21/2022
